id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.7534593004561025,0.7731713612544948
ILW-180,0.025617195057751098,0.18127104623498125
LOAL-1,0.2655142759059597,0.30867238773523137
LOAL-10,0.225443501206117,0.5
LOAL-100,0.375394250351377,0.43000809847891486
LOAL-101,0,0
LOAL-102,0.30389374967132327,0.2414213562373095
LOAL-103,0.22360679774997896,0.5122819323447918
LOAL-104,0.12342147478885772,0.19363741228054585
LOAL-105,0.09214653437536464,0.2749295505162169
LOAL-106,0.8707908118985982,0.90051535459003
LOAL-107,0.11664236870396086,0.27817337078570825
LOAL-108,0.6380417626519936,0.6776485982754191
LOAL-109,0.6874052283692986,0.7805563777349883
LOAL-11,1,0.9330127018922193
LOAL-110,0.3814922567753411,0.5651224222373064
LOAL-111,0.30603637348609053,0.32397889463829616
LOAL-112,0.810384744771778,0.7704863187042135
LOAL-113,0.22860343154633714,0.305441419328485
LOAL-114,0.2502133330825949,0.2856202200904389
LOAL-115,0.6987746301694495,0.7010845373020439
LOAL-116,0.567512818451655,0.3574312140825855
LOAL-117,0,0.2062945171272963
LOAL-118,0.0521640530957301,0.09035079029052513
LOAL-119,0.5558277798017639,0.5814104402550319
LOAL-12,0.3365617179225417,0.5054441685647464
LOAL-120,0.25,0.25
LOAL-121,0.30106187842578613,0.35344233121907853
LOAL-122,0.44551692597445086,0.4426266681379905
LOAL-123,0,0.06804138174397717
LOAL-124,0.5265860065218659,0.6382299473848602
LOAL-126,0.4057588010453227,0.4902645217968767
LOAL-127,0.25,0.25
LOAL-128,0.8087643616042355,0.8145401764942942
LOAL-129,0.49840980529080253,0.37947319408752106
LOAL-13,0.19665078803755767,0.21061836273794732
LOAL-130,0.32451775820856155,0.48381492546812205
LOAL-131,0.37277464089341245,0.41366341767699427
LOAL-132,0.27124034738825364,0.31151999349614373
LOAL-133,0.13737734478532143,0.3203828267758419
LOAL-134,0.35039511658867234,0.5112872383095295
LOAL-135,0.3753996309698132,0.2642488475998241
LOAL-136,0.6280238966157534,0.6683281572999747
LOAL-137,0.45156135975230594,0.44881066420527305
LOAL-138,0.2762929288806347,0.28867513459481287
LOAL-139,0.6324555320336759,0.816496580927726
LOAL-14,0.6671220693223286,0.522286082193337
LOAL-140,0.7396123741707219,0.6925922260119033
LOAL-141,0.07353029441905344,0.27063245585713086
LOAL-142,0.3547740199086642,0.555058668811439
LOAL-143,0.8122161617731135,0.7781738545737227
LOAL-15,0.22868240994673025,0.4632993161855452
LOAL-16,0.6185285767345835,0.6422168082702681
LOAL-17,0.3333333333333333,0.5868175315947848
LOAL-18,0.6149427229041107,0.40388060192574743
LOAL-19,0.2834357220496919,0.3068333667023715
LOAL-2,0,0.2630086350881871
LOAL-20,0.24744308424606992,0.4640528589688359
LOAL-21,0.37055836324892716,0.5999597952098762
LOAL-22,0.2475238362922282,0.26864545883574575
LOAL-23,0.2529917047483749,0.4695351267215934
LOAL-24,0.27146744817723834,0.5844229113960805
LOAL-25,0.6206923200344023,0.3880590788274391
LOAL-26,0.8080829039954468,0.8168994617860724
LOAL-27,0.41387642167046546,0
LOAL-28,0.7222030438839818,0.7209569763917589
LOAL-3,0.3592402988352144,0.5829861228123724
LOAL-30,0.2873003525480285,0.38753993094958566
LOAL-31,0.2889440350329709,0.2041241452319315
LOAL-32,0.6898735440314281,0.6574700375220306
LOAL-33,0.48070611588126755,0.10101525445522108
LOAL-34,0.482033048409978,0.2821175568066727
LOAL-35,0.041666666666666664,0.15712846238145198
LOAL-36,0.20683856253938918,0.27672154593195136
LOAL-37,0.3618301659277188,0.5077746249048757
LOAL-38,0.5547001962252291,0.6697811566101117
LOAL-39,0.19672882639085884,0.34484082794161625
LOAL-4,0.6688577200846508,0.6197659336873322
LOAL-40,0,0
LOAL-41,0.09805806756909202,0.18084520903262913
LOAL-42,0.4994375935492172,0.47351327128804255
LOAL-43,0.6927451707664846,0.7922959792655531
LOAL-44,0.2813889987321654,0.5275228358932069
LOAL-45,0.7175519485211852,0.8273268353539885
LOAL-46,0.05412658773652741,0.14930763174211914
LOAL-47,0.29814239699997197,0
LOAL-48,0.3713596673395957,0.4193044304996364
LOAL-49,0.26837263075844975,0.3298911514896344
LOAL-5,0.3105107429982278,0.3333832882508451
LOAL-50,0.41840375946223035,0.46941609682128765
LOAL-52,0.10680132441308043,0.46994838663975375
LOAL-53,0,0.08247860988423225
LOAL-54,0.44668527179460965,0.6447135542920648
LOAL-55,0.3086066999241838,0
LOAL-56,0.48515386797921134,0.5731465829877502
LOAL-57,0.061796312262150765,0
LOAL-58,0.29401614740269394,0.31782069591308415
LOAL-59,0.7006882459930333,0.6391629447700502
LOAL-6,0.6454972243679028,0.7071067811865476
LOAL-60,0.1985737074122296,0.2744824865867739
LOAL-61,0.31284056015342987,0.4280487606970179
LOAL-62,0.7564945880212885,0.8779644730092272
LOAL-63,0.3404913416128886,0.21701425083915496
LOAL-64,0.5237803632093733,0.6252955997137586
LOAL-65,0.24321219029025087,0.2732050807568877
LOAL-66,0.1943192262938904,0.2761698994538766
LOAL-67,0.6228683939144932,0.6113035700076044
LOAL-68,0.522638201140049,0.6324555320336759
LOAL-69,0.23810756892601692,0.464875965373883
LOAL-7,0.4959454157009896,0.5520723342289362
LOAL-70,0.5566644532891363,0.7800333143473333
LOAL-71,0.5622084664746598,0.6177992798267444
LOAL-72,0.22360679774997896,0.5
LOAL-73,0.6087643241895327,0.6411175434009324
LOAL-74,0.07856742013183861,0.17955837819827095
LOAL-75,0.06185895741317419,0.38170835241307816
LOAL-76,0.47110826116527843,0.5698719067923096
LOAL-77,0.11571269359727318,0.1527207096642425
LOAL-78,0,0.10798984943120778
LOAL-79,0,0.05399492471560389
LOAL-8,0.7677020952999072,0.125
LOAL-80,0.6121142199767546,0.6962099062563154
LOAL-81,0.2773500981126146,0.3779644730092272
LOAL-82,0.12211518878756468,0.2005237569197354
LOAL-83,0.4077705364724205,0.4042486880275174
LOAL-84,0.1421338109037403,0.46461561670578394
LOAL-85,0.3909777735085219,0.22966074550153787
LOAL-86,0.02608202654786505,0
LOAL-87,0.25785506094525734,0.3542140635993844
LOAL-88,0.4180777839956982,0.49588530275813963
LOAL-89,0.39769807434526167,0.48544078806965213
LOAL-9,0.5245738664878096,0.5566185433415212
LOAL-90,0.05555555555555555,0.26856513866371257
LOAL-91,0.22306538610934884,0.23569679363932278
LOAL-92,0.15811388300841897,0.5756688703659447
LOAL-93,0.8891575594424562,0.7444124330480265
LOAL-94,0.515313503279708,0.44721359549995793
LOAL-95,0.5523412691602362,0.317677929432707
LOAL-97,0.6387165758386415,0.6257580438583392
LOAL-98,0.3435845511523569,0.6751133886924597
LOAL-99,0.5824830138987744,0.706771122887093
