id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.6173064437884043,0.7398420467567393
ILW-180,0.025617195057751098,0.15138701345725167
LOAL-1,0.10921909518697363,0.2567839704162565
LOAL-10,0,0
LOAL-100,0.34652905062465933,0.45237352859543223
LOAL-101,0,0
LOAL-102,0.18944271909999158,0.2
LOAL-103,0.22360679774997896,0.5122819323447918
LOAL-104,0.12342147478885772,0.19363741228054585
LOAL-105,0.09214653437536464,0.2749295505162169
LOAL-106,0.8845026633064776,0.8668574950487574
LOAL-107,0.10101525445522108,0.14285714285714285
LOAL-108,0.5684330228724128,0.644644057231505
LOAL-109,0.5043608021799911,0.6855517073911305
LOAL-11,1,0.9330127018922193
LOAL-110,0.3341770616063593,0.4785321053661851
LOAL-111,0.17325449237492282,0.28671109501329967
LOAL-112,0.688495953547719,0.6509131628351633
LOAL-113,0.20027055166412172,0.3226030174546462
LOAL-114,0.11490941510292116,0.2653143433464664
LOAL-115,0.5983820842828793,0.6807020607956973
LOAL-116,0.30077597530017725,0.32361081833743294
LOAL-117,0,0.2062945171272963
LOAL-118,0.0521640530957301,0.09035079029052513
LOAL-119,0.4167246454588293,0.5814104402550319
LOAL-12,0.2105735602527993,0.5054441685647464
LOAL-120,0.25,0.25
LOAL-121,0.2637453286166951,0.3284515048472953
LOAL-122,0.32568190929629187,0.4020149146500455
LOAL-123,0,0.06804138174397717
LOAL-124,0.4236934676337657,0.5920817315637958
LOAL-126,0.3054300629956353,0.4902645217968767
LOAL-127,0.15811388300841897,0.21650635094610965
LOAL-128,0.5489649731735478,0.6798359111029451
LOAL-129,0.2539472803889833,0.32506499999256794
LOAL-13,0.05407380704358752,0.21061836273794732
LOAL-130,0.21709507165403114,0.46665332734196086
LOAL-131,0.11918282365569904,0.41366341767699427
LOAL-132,0.25020857029408505,0.31151999349614373
LOAL-133,0.13737734478532143,0.3203828267758419
LOAL-134,0.28136966097325605,0.427093705065563
LOAL-135,0.21002289934180637,0.2400914220675723
LOAL-136,0.3281244146051844,0.5788854381999832
LOAL-137,0.4173565721940543,0.44881066420527305
LOAL-138,0.18084520903262913,0.28867513459481287
LOAL-139,0.6324555320336759,0.816496580927726
LOAL-14,0.4810656174821344,0.522286082193337
LOAL-140,0.607904962950681,0.6925922260119033
LOAL-141,0.07353029441905344,0.12777531299998798
LOAL-142,0.2644232296181391,0.555058668811439
LOAL-143,0.6749487519226314,0.6986560935700176
LOAL-15,0.15695637217328598,0.4414213562373095
LOAL-16,0.4937890556729696,0.6422168082702681
LOAL-17,0.3333333333333333,0.5868175315947848
LOAL-18,0.2698012625709232,0.3198857935643041
LOAL-19,0.22649889765910663,0.2514817511539701
LOAL-2,0,0.2630086350881871
LOAL-20,0.22285785997766996,0.24968722909772664
LOAL-21,0.3411056984104212,0.5999597952098762
LOAL-22,0.2227541796829091,0.26864545883574575
LOAL-23,0.19223501258367606,0.35165254550599556
LOAL-24,0.24750134382555183,0.5504446806452611
LOAL-25,0.5845049922488101,0.3880590788274391
LOAL-26,0.783670093880771,0.7884712343445109
LOAL-27,0.38488455690265905,0
LOAL-28,0.5467085629174367,0.6712367254758946
LOAL-3,0.2994018705418856,0.4259331320691105
LOAL-30,0.2456264431977459,0.38753993094958566
LOAL-31,0.06537204504606135,0.2041241452319315
LOAL-32,0.47885810764889764,0.6265367613624284
LOAL-33,0.3653150270855562,0.10101525445522108
LOAL-34,0.3785267384632189,0.24759975994224812
LOAL-35,0,0.15712846238145198
LOAL-36,0.19318794155808175,0.27672154593195136
LOAL-37,0.20459202733237858,0.2995942735864389
LOAL-38,0.3922322702763681,0.6697811566101117
LOAL-39,0.10050378152592121,0.34484082794161625
LOAL-4,0.5252054336831948,0.5602430592414298
LOAL-40,0,0
LOAL-41,0.10012444738890715,0.18084520903262913
LOAL-42,0.3975944900195552,0.3691624280929954
LOAL-43,0.5882847107866312,0.6528187637349748
LOAL-44,0.27416127291772485,0.5118957216444672
LOAL-45,0.6214490068194735,0.7355751258178516
LOAL-46,0.04419417382415922,0.14930763174211914
LOAL-47,0.29814239699997197,0
LOAL-48,0.28574251309573473,0.3554167739996424
LOAL-49,0.23394167890481626,0.3189572178582646
LOAL-5,0.20327856692519755,0.3333832882508451
LOAL-50,0.27032572496714885,0.46941609682128765
LOAL-52,0.10680132441308043,0.46994838663975375
LOAL-53,0,0.08247860988423225
LOAL-54,0.2894427190999916,0.5292435004541396
LOAL-55,0.3086066999241838,0
LOAL-56,0.3454126604233172,0.5472582353394319
LOAL-57,0.02608202654786505,0.07636035483212125
LOAL-58,0.22167626935444051,0.31782069591308415
LOAL-59,0.4371009241333561,0.5283654863421083
LOAL-6,0.408248290463863,0.7071067811865476
LOAL-60,0.168326746602638,0.2744824865867739
LOAL-61,0.27778928225502586,0.4280487606970179
LOAL-62,0.5522332441530303,0.8779644730092272
LOAL-63,0.16206708464492223,0.21701425083915496
LOAL-64,0.29636490516678693,0.3703893876862218
LOAL-65,0.19394392938119853,0.2732050807568877
LOAL-66,0.13539366119501145,0.2761698994538766
LOAL-67,0.40727325973660505,0.5976298450399571
LOAL-68,0.5003874439725029,0.6324555320336759
LOAL-69,0.11794896819134693,0.464875965373883
