id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.4947900372351883,0.6948921585058765
ILW-180,0,0
LOAL-1,0,0
LOAL-10,0,0
LOAL-100,0.32866964087564987,0.44721359549995793
LOAL-102,0,0
LOAL-104,0,0
LOAL-105,0,0
LOAL-106,0.6767766952966369,0.7886751345948129
LOAL-107,0,0
LOAL-108,0.5228756844877193,0.6570657064356592
LOAL-109,0,0.5257834230632086
LOAL-11,1,0.9330127018922193
LOAL-110,0.09622504486493762,0.2851539619879403
LOAL-111,0.1310943487475822,0.324535599249993
LOAL-112,0.7513279380636253,0.6570657064356592
LOAL-113,0,0
LOAL-114,0,0
LOAL-115,1,0.8776643872851507
LOAL-116,0,0
LOAL-118,0,0
LOAL-119,0.2845177968644246,0.5
LOAL-12,0,0.5
LOAL-120,0,0
LOAL-121,0,0
LOAL-122,0,0
LOAL-123,0,0
LOAL-124,0.42538079163846554,0.508960907677864
LOAL-126,0.4023689270621825,0.5
LOAL-127,0,0
LOAL-129,0,0
LOAL-13,0,0
LOAL-130,0,0.39433756729740643
LOAL-131,0,0.3333333333333333
LOAL-132,0.16666666666666666,0.16666666666666666
LOAL-133,0,0.28867513459481287
LOAL-134,0.24719387459906544,0.43883219364257536
LOAL-135,0,0
LOAL-136,0,0.29814239699997197
LOAL-137,0.5159075191683887,0.5
LOAL-138,0.36169041806525826,0.5773502691896257
LOAL-14,0.384805740894417,0.35988970917787794
LOAL-140,0.6246949323483574,0.7071067811865476
LOAL-141,0,0
LOAL-142,0.1111111111111111,0.6380711874576984
LOAL-143,0.8203932195043184,0.7600796553858445
LOAL-15,0,0.5
LOAL-16,0.5162515966602191,0.6380711874576984
LOAL-17,0,0.44721359549995793
LOAL-18,0.11180339887498948,0.11180339887498948
LOAL-19,0,0
LOAL-2,0,0
LOAL-20,0,0
LOAL-21,0,0.5
LOAL-22,0,0
LOAL-23,0,0.29814239699997197
LOAL-24,0,0.44721359549995793
LOAL-26,1,1
LOAL-27,0.6546536707079771,0
LOAL-28,0.408248290463863,0.5
LOAL-3,0,0.3333333333333333
LOAL-30,0.11785113019775793,0.13608276348795434
LOAL-31,0,0.2721655269759087
LOAL-32,0.14907119849998599,0.44721359549995793
LOAL-33,0.5464729041301748,0
LOAL-34,0.4048249458041274,0
LOAL-35,0,0
LOAL-36,0,0
LOAL-37,0,0
LOAL-4,0.4330127018922193,0.44721359549995793
LOAL-40,0,0
LOAL-41,0,0
LOAL-42,0.3335000234977285,0.25
LOAL-43,0.5548946985944281,0.7098905783050559
LOAL-44,0,0.44721359549995793
LOAL-46,0,0
LOAL-47,0.44721359549995793,0
LOAL-48,0.5000658638900477,0.3333333333333333
LOAL-49,0.1288994436889956,0.08333333333333333
LOAL-5,0.0625,0.11180339887498948
LOAL-50,0.21650635094610965,0.5
LOAL-52,0,0.4648090636666386
LOAL-53,0,0.19245008972987523
LOAL-54,0.14907119849998599,0.47140452079103173
LOAL-56,0.4952814476204579,0.5948190167920577
LOAL-57,0,0
LOAL-58,0,0
LOAL-59,0.38003982769292227,0.5703079239758806
LOAL-60,0,0
LOAL-61,0.14907119849998599,0.38490017945975047
LOAL-63,0,0
LOAL-64,0,0
LOAL-65,0,0
LOAL-66,0,0
LOAL-67,0.33886547149095525,0.5904518298914497
LOAL-69,0,0.30618621784789724
LOAL-7,0,0
LOAL-70,0.3333333333333333,0.5773502691896257
LOAL-71,0.5484990747893009,0.6570657064356592
LOAL-72,0.22360679774997896,0.5
LOAL-73,0.7071067811865476,1
LOAL-75,0,0.16666666666666666
LOAL-76,0,0.48240453183331933
LOAL-77,0,0
LOAL-78,0,0
LOAL-79,0,0
LOAL-8,0.7016732976508975,0.125
LOAL-80,0.5303300858899107,0
LOAL-82,0,0
LOAL-83,0.39410659459045405,0.22360679774997896
LOAL-84,0,0.28867513459481287
LOAL-85,0,0
LOAL-86,0,0
LOAL-87,0,0
LOAL-88,0.13608276348795434,0.5
LOAL-89,0.14433756729740643,0.5
LOAL-9,0.3535533905932738,0.5
LOAL-90,0,0.3880590788274391
LOAL-91,0,0
LOAL-92,0,0.5
LOAL-93,0.7103121559505968,0.5
LOAL-94,0,0.44721359549995793
LOAL-95,0.5389225083849546,0
LOAL-97,0.3333333333333333,0.29814239699997197
LOAL-98,0,0.6324555320336759
LOAL-99,0.26824595137478835,0.4023689270621825
