id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.7636524260368335,0.7207805061541949
ILW-180,0,0
LOAL-1,0,0
LOAL-10,0.225443501206117,0.5
LOAL-100,0.4448373100402332,0.6324555320336759
LOAL-102,0.32120379166476004,0.3415212882298612
LOAL-104,0.3316453843350413,0.19245008972987523
LOAL-105,0,0
LOAL-106,0.8535533905932737,0.7886751345948129
LOAL-107,0,0.14907119849998599
LOAL-108,0.6593007082521025,0.6570657064356592
LOAL-109,0.3574183842855528,0.6745344540380912
LOAL-11,1,0.9330127018922193
LOAL-110,0.19245008972987523,0.4342251604879263
LOAL-111,0.32715167498104597,0.39907119849998596
LOAL-112,0.9709569763917589,0.8776643872851507
LOAL-113,0.2777777777777778,0.44721359549995793
LOAL-114,0.6424813476535507,0.35988970917787794
LOAL-115,1,0.8776643872851507
LOAL-116,0.7618016810571369,0.47360679774997894
LOAL-118,0,0
LOAL-119,0.5196723314583158,0.5
LOAL-12,0.2519763153394848,0.5
LOAL-120,0,0
LOAL-121,0.19245008972987523,0.14907119849998599
LOAL-122,0,0
LOAL-123,0.4093168514937945,0
LOAL-124,0.4899517727589311,0.6324555320336759
LOAL-126,0.45534180126147955,0.5
LOAL-127,0,0
LOAL-129,0.3900056103576078,0
LOAL-13,0.47798542398451455,0
LOAL-130,0.3377469212478256,0.4605653333142444
LOAL-131,0.44036285877011394,0.6380711874576984
LOAL-132,0.25,0.23570226039551587
LOAL-133,0.7391989197401165,0.6969234250586759
LOAL-134,0.2721655269759087,0.43883219364257536
LOAL-135,0.410505954534167,0
LOAL-136,0.5196723314583158,0.44721359549995793
LOAL-137,0.5957186901376424,0.5
LOAL-138,0.6123724356957945,0.7071067811865476
LOAL-14,0.648828406664873,0.35988970917787794
LOAL-140,0.9193417279679311,0.7071067811865476
LOAL-141,0.1217161238900369,0.3333333333333333
LOAL-142,0.45527723726364916,0.6380711874576984
LOAL-143,1,0.857710728323662
LOAL-15,0,0.5
LOAL-16,0.6792743756118063,0.6380711874576984
LOAL-17,0.39328304624274657,0.5398345637668169
LOAL-18,0.5716084343009966,0.33541019662496846
LOAL-19,0,0
LOAL-2,0.5082864641766235,0
LOAL-20,0,0.44721359549995793
LOAL-21,0,0.6035533905932737
LOAL-22,0.5251382579564232,0.5
LOAL-23,0.4600754324640591,0.44721359549995793
LOAL-24,0.428855364161831,0.508960907677864
LOAL-26,1,1
LOAL-27,0.8017837257372732,0.5
LOAL-28,0.5438142741930285,0.5
LOAL-3,0.2760194738521288,0.5
LOAL-30,0.11785113019775793,0.13608276348795434
LOAL-31,0.2721655269759087,0.2721655269759087
LOAL-32,0.5834965069278569,0.6324555320336759
LOAL-33,0.7476773962428575,0.14907119849998599
LOAL-34,0.503473335014301,0.14907119849998599
LOAL-35,0,0.44721359549995793
LOAL-36,0.2845177968644246,0.14907119849998599
LOAL-37,0.38939895085858756,0.3198318426149166
LOAL-4,0.7905694150420949,0.6324555320336759
LOAL-40,0.6324555320336759,0
LOAL-41,0,0.13608276348795434
LOAL-42,0.743168822400155,0.4978909578906802
LOAL-43,0.7092793267718458,0.7616672736016927
LOAL-44,0.43745398905668953,0.44721359549995793
LOAL-46,0,0
LOAL-47,0.44721359549995793,0
LOAL-48,0.7537748724524298,0.5514401255621685
LOAL-49,0.334832752097049,0.08333333333333333
LOAL-5,0.10825317547305482,0.11180339887498948
LOAL-50,0.48145502494313785,0.5
LOAL-52,0,0.44721359549995793
LOAL-53,0,0.19245008972987523
LOAL-54,0.655244915747252,0.7435700477669404
LOAL-56,0.7231483659335476,0.7435700477669404
LOAL-57,0,0.16666666666666666
LOAL-58,0.24719387459906544,0.14907119849998599
LOAL-59,0.869021998656607,0.7549703546891172
LOAL-60,0.16939962991572036,0.16666666666666666
LOAL-61,0.38477345889550185,0.38490017945975047
LOAL-63,0.4541241452319315,0
LOAL-64,0.6109051323707206,0.5773502691896257
LOAL-65,0.21081851067789195,0.29814239699997197
LOAL-66,0.2477042815597793,0
LOAL-67,0.7605120608530698,0.6502384078259749
LOAL-69,0.44442640506936004,0.5773502691896257
LOAL-7,0.3535533905932738,0.5
LOAL-70,0.4714045207910317,0.816496580927726
LOAL-71,0.5879208719419912,0.6570657064356592
LOAL-72,0.22360679774997896,0.5
LOAL-73,1,1
LOAL-75,0.22221320253468002,0.4023689270621825
LOAL-76,0.5692460058719153,0.6822230314689237
LOAL-77,0.11785113019775793,0.16666666666666666
LOAL-78,0,0
LOAL-79,0,0
LOAL-8,0.6813154089298896,0.33541019662496846
LOAL-80,0.7014709253689446,0.5398345637668169
LOAL-82,0,0
LOAL-83,0.4422987083221166,0.33541019662496846
LOAL-84,0.38172068075839793,0.28867513459481287
LOAL-85,0.5295084971874737,0
LOAL-86,0,0
LOAL-87,0.3646045128640547,0.29814239699997197
LOAL-88,0.6613624354468339,0.5690355937288492
LOAL-89,0.6131874377400744,0.5
LOAL-9,0.588707925187165,0.5
LOAL-90,0.2434322477800738,0.3880590788274391
LOAL-91,0,0
LOAL-92,0.3535533905932738,0.5
LOAL-93,0.8272344834760104,0.6380711874576984
LOAL-94,0.5773268353539885,0.44721359549995793
LOAL-95,0.7507559917917246,0.6910440616569954
LOAL-97,0.5605822716913271,0.44721359549995793
LOAL-98,0,0.6324555320336759
LOAL-99,0.533590839839307,0.6380711874576984
