id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.6280321875477082,0.7207805061541949
ILW-180,0,0
LOAL-1,0,0
LOAL-10,0.225443501206117,0.5
LOAL-100,0.39602177357132445,0.44721359549995793
LOAL-102,0.1217161238900369,0
LOAL-104,0,0
LOAL-105,0,0
LOAL-106,0.8061862178478972,0.7886751345948129
LOAL-107,0,0.31573786516665264
LOAL-108,0.6113313536287762,0.6570657064356592
LOAL-109,0.3574183842855528,0.6745344540380912
LOAL-11,1,0.9330127018922193
LOAL-110,0.09622504486493762,0.4342251604879263
LOAL-111,0.3018295291502411,0.39907119849998596
LOAL-112,0.8941739949040549,0.816496580927726
LOAL-113,0,0
LOAL-114,0.26352313834736496,0
LOAL-115,1,0.8776643872851507
LOAL-116,0.3931063817365451,0
LOAL-118,0,0
LOAL-119,0.49734323208905556,0.5
LOAL-12,0.2519763153394848,0.5
LOAL-120,0,0
LOAL-121,0,0
LOAL-122,0,0
LOAL-123,0,0
LOAL-124,0.4688996959832082,0.508960907677864
LOAL-126,0.47767090063073975,0.5
LOAL-127,0,0
LOAL-129,0.36169041806525826,0
LOAL-13,0.2851539619879403,0
LOAL-130,0.10206207261596575,0.39433756729740643
LOAL-131,0.2960252914727075,0.3333333333333333
LOAL-132,0.16666666666666666,0.16666666666666666
LOAL-133,0,0.28867513459481287
LOAL-134,0.2721655269759087,0.43883219364257536
LOAL-135,0.29265482433640905,0
LOAL-136,0.38003982769292227,0.44721359549995793
LOAL-137,0.5957186901376424,0.5
LOAL-138,0.55258585776126945,0.5773502691896257
LOAL-14,0.5829132330867892,0.35988970917787794
LOAL-140,0.844207284381759,0.7071067811865476
LOAL-141,0,0.3333333333333333
LOAL-142,0.3219296217890031,0.6380711874576984
LOAL-143,0.9784714488978284,0.857710728323662
LOAL-15,0,0.5
LOAL-16,0.6657943374385126,0.6380711874576984
LOAL-17,0,0.44721359549995793
LOAL-18,0.5388619769302166,0.22360679774997896
LOAL-19,0,0
LOAL-2,0,0
LOAL-20,0,0.44721359549995793
LOAL-21,0,0.5
LOAL-22,0,0
LOAL-23,0,0.44721359549995793
LOAL-24,0,0.44721359549995793
LOAL-26,1,1
LOAL-27,0.7071067811865476,0
LOAL-28,0.5270462766947299,0.5
LOAL-3,0,0.5
LOAL-30,0.11785113019775793,0.13608276348795434
LOAL-31,0.23230780835289197,0.2721655269759087
LOAL-32,0.4182764462305712,0.44721359549995793
LOAL-33,0.7476773962428575,0
LOAL-34,0.503473335014301,0
LOAL-35,0,0
LOAL-36,0,0
LOAL-37,0.1786927853392154,0.3198318426149166
LOAL-4,0.7905694150420949,0.6324555320336759
LOAL-40,0,0
LOAL-41,0,0
LOAL-42,0.39694377753521737,0.3535533905932738
LOAL-43,0.6545084971874737,0.7616672736016927
LOAL-44,0,0.44721359549995793
LOAL-46,0,0
LOAL-47,0.44721359549995793,0
LOAL-48,0.6693032310224027,0.48240453183331933
LOAL-49,0.1288994436889956,0.08333333333333333
LOAL-5,0.0625,0.11180339887498948
LOAL-50,0.3836306209562122,0.5
LOAL-52,0,0.4648090636666386
LOAL-53,0,0.19245008972987523
LOAL-54,0.4111421196576827,0.663854610520907
LOAL-56,0.5893159703823967,0.663854610520907
LOAL-57,0,0
LOAL-58,0,0
LOAL-59,0.7967456107501736,0.7549703546891172
LOAL-60,0,0
LOAL-61,0.18257418583505536,0.38490017945975047
LOAL-63,0.408248290463863,0
LOAL-64,0.497468076502562,0.5773502691896257
LOAL-65,0,0
LOAL-66,0,0
LOAL-67,0.7077388528591806,0.5904518298914497
LOAL-69,0.20579940460491541,0.30618621784789724
LOAL-7,0,0.16666666666666666
LOAL-70,0.3333333333333333,0.816496580927726
LOAL-71,0.5879208719419912,0.6570657064356592
LOAL-72,0.22360679774997896,0.5
LOAL-73,1,1
LOAL-75,0,0.3333333333333333
LOAL-76,0.18633899812498247,0.48240453183331933
LOAL-77,0,0
LOAL-78,0,0
LOAL-79,0,0
LOAL-8,0.7677020952999072,0.125
LOAL-80,0.8212605639400165,0.44721359549995793
LOAL-82,0,0
LOAL-83,0.39410659459045405,0.22360679774997896
LOAL-84,0,0.28867513459481287
LOAL-85,0.5295084971874737,0
LOAL-86,0,0
LOAL-87,0.21843819037394727,0.29814239699997197
LOAL-88,0.5049689817467033,0.5
LOAL-89,0.4062339207544615,0.5
LOAL-9,0.4927992798267444,0.5
LOAL-90,0,0.3880590788274391
LOAL-91,0,0
LOAL-92,0,0.5
LOAL-93,0.8257606998533326,0.6380711874576984
LOAL-94,0.515313503279708,0.44721359549995793
LOAL-95,0.694534448510914,0
LOAL-97,0.5252670222251291,0.44721359549995793
LOAL-98,0,0.6324555320336759
LOAL-99,0.501403077250109,0.6380711874576984
