id,Leaf_score_ratio,Stem_score_ratio
ILL6002,0.9183728650902164,0.8504205361684691
ILW-180,0.04269532509625183,0.31530576793029064
LOAL-1,0.6318008797461817,0.6919437350025801
LOAL-100,0.3599236079364164,0.4171039757131326
LOAL-101,0,0
LOAL-102,0.6188915052710264,0.6830127018922193
LOAL-103,0.2581988897471611,0.5122819323447918
LOAL-104,0.2879834411740013,0.451820628654607
LOAL-105,0.16125643515688814,0.48112671340337965
LOAL-106,1,1
LOAL-107,0.2041241452319315,0.25
LOAL-108,0.7037760135652512,0.7184045859828584
LOAL-109,0.961102529784913,0.9346531968814576
LOAL-110,0.6331733679978883,0.6632953685493415
LOAL-111,0.3306007037893325,0.2488865907766063
LOAL-112,0.5590169943749475,0.6324555320336759
LOAL-113,0.40005600520608997,0.5345224838248488
LOAL-114,0.24023097913401742,0.4998353851582681
LOAL-115,0.5938587519095874,0.6348670935583789
LOAL-116,0.7727555863687351,0.7228145064529451
LOAL-117,0,0.2062945171272963
LOAL-118,0.09128709291752768,0.15811388300841897
LOAL-119,0.6435546013708264,0.7035261006375797
LOAL-12,0.45906542772579245,0.5630743407347001
LOAL-120,1,1
LOAL-121,0.529524268628568,0.6371868919216054
LOAL-122,0.8286792028211082,0.8345119301206996
LOAL-123,0,0.10206207261596575
LOAL-124,0.6590232683401801,0.7351817271651073
LOAL-126,0.3518247263562599,0.48296291314453416
LOAL-127,1,1
LOAL-128,0.8859569691138095,0.854483683747105
LOAL-129,0.6909773485051215,0.7589463881750421
LOAL-13,0.25344760410629574,0.42123672547589464
LOAL-130,0.6211253389986893,0.6031180696957429
LOAL-131,0.6030226891555273,0.6546536707079771
LOAL-132,0.366417432456389,0.42015998861825155
LOAL-133,0.22896224130886902,0.3415212882298612
LOAL-134,0.40906730879824504,0.5656285218097451
LOAL-135,0.4374582359448664,0.4624354832996922
LOAL-136,1,1
LOAL-137,0.34344336196330355,0.4104186623592278
LOAL-138,0,0
LOAL-139,0.6324555320336759,0.816496580927726
LOAL-14,0.75684467059698,0.6440833619549314
LOAL-140,0.6664774771918399,0.7236067977499789
LOAL-141,0.12867801523334352,0.22360679774997896
LOAL-142,0.4272886468833678,0.4927992798267444
LOAL-143,0.8317144262891369,0.7485539959820502
LOAL-15,0.6277923751286117,0.45643546458763845
LOAL-16,0.5222329678670935,0.6546536707079771
LOAL-17,1,1
LOAL-18,0.7555948295505617,0.5841544061015158
LOAL-19,0.6273932242936031,0.613666733404743
LOAL-2,0.178539403054551,0.4602651114043274
LOAL-20,0.5126645833917861,0.4766823065704944
